patch_idx,height_difference,mean_z,max_z,std_z,range_z,ds_magnitude,modified_ds_magnitude,local_shape_ds_magnitude
12,7.453290472089232e-06,-0.046896343654430954,-0.0468679554760456,2.591296472894287e-05,5.204603075981834e-05,1.972820401513885,1.972831032527504,2.380451239728936
13,8.587882082149542e-06,-0.04689161898305874,-0.046867961506570806,2.5912511439968103e-05,5.204624266820501e-05,1.9769810675855122,1.9769829867746982,2.368160921044735
14,6.1501127243075464e-06,-0.046894462310444966,-0.0468679666519165,2.601621205304884e-05,5.20460307598114e-05,1.9681348021557394,1.9681348443751456,2.384975688718786
15,6.898900053965631e-06,-0.04689257512805114,-0.04686797105742866,2.598175290466663e-05,5.2045350537953394e-05,1.9781980878385497,1.9781980878385501,2.3897304808014947
16,7.088894787277653e-06,-0.046895418517263185,-0.04686797624787912,2.598131689325854e-05,5.204719559382537e-05,1.9859556196768124,1.985955619676813,2.3691495520923485
17,7.088102847988764e-06,-0.046892585722803415,-0.0468679815530777,2.5981794643668508e-05,5.20460307598114e-05,1.9616201936201683,1.9616201936201687,2.3768564263365883
18,6.33148523161526e-06,-0.0468954287803045,-0.04686798631469605,2.5981201965113894e-05,5.2045440034384494e-05,1.9536061020125015,1.9536061020125017,2.3919769968338884
19,5.393678674912244e-06,-0.04689448860954747,-0.04686799272894859,2.6016234170246314e-05,5.20460307598114e-05,1.949829343469562,1.9498293434695622,2.3557144935274414
20,6.899876999635032e-06,-0.04689260098674353,-0.04686799645423889,2.598148124567916e-05,5.20460307598114e-05,1.9595774807806599,1.9595774807806592,2.3510468410592607
21,5.204344047641846e-06,-0.04689355285934602,-0.04686800390481949,2.6015606395717928e-05,5.204364565145059e-05,1.9873782600610497,1.987378260061049,2.261396652939492
22,7.278141201198875e-06,-0.04689261142610213,-0.04686800763010979,2.5981425742328514e-05,5.20460307598114e-05,1.9594817505690194,1.9594817505690199,2.3867340538208643
23,6.14334848438026e-06,-0.04689545530099318,-0.04686801458926652,2.5981674576284515e-05,5.204279689337982e-05,1.9476418144657923,1.947641814465792,2.3445384492019565
24,6.331655452684017e-06,-0.04689546010411236,-0.046868017971664504,2.5981632208130052e-05,5.2046865075990045e-05,1.9572051433354472,1.9572046426167027,2.3738300102561145
25,9.32462620487419e-06,-0.046890735038685544,-0.04686802381400501,2.580879050231501e-05,5.2044748025781296e-05,1.9790647541584971,1.9790642485815002,2.350066676375512
26,6.338789879823367e-06,-0.04689452494251743,-0.04686802941320011,2.6015839336218523e-05,5.204628970988806e-05,1.970842981918341,1.9708427626529297,2.378991094342382
27,6.33920168520471e-06,-0.04689453054742212,-0.04686803381045261,2.6016309769885645e-05,5.2045927449076435e-05,1.9648656589686873,1.964866544852421,2.370973608003889
28,5.392317135106785e-06,-0.04689358935946057,-0.04686803923307346,2.601567312355677e-05,5.204694643026753e-05,2.066530022960843,2.066531129367359,2.381336630379825
29,7.3011305245472295e-06,-0.04689516739642037,-0.046868044883012765,2.5997294097568908e-05,5.204603075982528e-05,2.153771924088675,2.1537719240886752,2.4112487884489044
30,7.83582494871931e-06,-0.046891550386115484,-0.046867892333324335,2.5912811850592014e-05,5.204584354601138e-05,1.9603218547428896,1.9603219408131836,2.3851240327821808
31,6.970599826567108e-06,-0.04689250130086232,-0.046867897529738925,2.5981139671839535e-05,5.204510118482497e-05,1.9582680958037646,1.9582687602285502,2.3513118878842323
32,6.50616827069087e-06,-0.04689534443714625,-0.04686790332198143,2.5981773551306978e-05,5.204492751370582e-05,1.9684900855745495,1.9684909226723228,2.3853801556784466
33,5.331180126959362e-06,-0.0468944039933702,-0.04686790704727172,2.6016074497804467e-05,5.204698689178361e-05,1.974458758883329,1.9744587926489694,2.34313945579769
34,5.448659673036099e-06,-0.04689440889383417,-0.04686791449785232,2.6016232213072918e-05,5.204293652733699e-05,1.9669100473131351,1.9669100473131353,2.368293708204168
35,5.320864199221173e-06,-0.04689441409092245,-0.046867918223142624,2.6015911908752307e-05,5.204603075981834e-05,1.968931406439217,1.9689314064392176,2.377430635862131
36,5.557241761519614e-06,-0.04689441951472861,-0.04686792458556428,2.601611756090915e-05,5.2043393628450896e-05,1.9753463742252944,1.975346374225295,2.3653624761230594
37,5.677722696839276e-06,-0.046893478313534964,-0.04686792939901351,2.6015856009491406e-05,5.204603075981834e-05,1.9553585089312362,1.955358508931236,2.3796893787333357
38,5.5591843179549355e-06,-0.04689348401378181,-0.04686793391096662,2.6016032823706626e-05,5.2045244097014e-05,1.9842839369221021,1.9842839369221021,2.382715742356851
39,6.148521134433919e-06,-0.04689443493140456,-0.0468679390843196,2.601551050010541e-05,5.204587726651694e-05,1.9642062763502568,1.9642062763502561,2.3791935649183533
40,6.029839685339973e-06,-0.046894439655552074,-0.046867944300174706,2.601637805917204e-05,5.204603075981834e-05,1.969208945657057,1.9692089456570576,2.3805099334790247
41,5.795129936549001e-06,-0.04689349975752133,-0.04686794883890267,2.601578700457276e-05,5.20472620730017e-05,1.9766987159676752,1.97669978674341,2.3732247715554786
42,7.54728379221316e-06,-0.046896343223406155,-0.04686795547604561,2.591282037022463e-05,5.2046018716264686e-05,1.9672167084400838,1.967220321550494,2.371967702504728
43,5.676261187407271e-06,-0.046894456221879134,-0.046867959522767726,2.6016037236071397e-05,5.204674248013991e-05,1.977935462291682,1.9779337891156352,2.3763264043495895
44,5.32233234863028e-06,-0.046893515277854673,-0.0468679666519165,2.6016150514568558e-05,5.204416448586352e-05,1.9795911433146651,1.9795915920381584,2.3944705515826725
45,6.851986442929107e-06,-0.04689541283292024,-0.0468679703772068,2.598187225921904e-05,5.20460307598114e-05,1.9818668058427331,1.981867562213394,2.373552617267708
46,6.735426939487501e-06,-0.0468925790724196,-0.046867974102497094,2.5981476464175928e-05,5.204722952273366e-05,1.9908555295085613,1.990854143128499,2.3621905455951673
47,5.3216672531616655e-06,-0.04689447745191067,-0.04686798155307769,2.6016120540984254e-05,5.204603075981834e-05,1.956488023068899,1.9564867692763148,2.3827419284952356
48,5.557661412687015e-06,-0.04689448223105424,-0.046867985278367996,2.601603209592393e-05,5.204603075982528e-05,1.9665020178646129,1.966502017864613,2.383387780180678
49,6.7342849447394755e-06,-0.04689543434269582,-0.046867992728948586,2.5981625024333394e-05,5.204603075981834e-05,1.9477664647430266,1.9477664647430266,2.355853802034082
50,5.5594358086507415e-06,-0.0468935464720107,-0.04686799645423889,2.6016218408244828e-05,5.20460307598114e-05,1.9680433379917137,1.968043337991713,2.3437414841637754
51,6.149467108629139e-06,-0.046894498502827855,-0.04686800329104648,2.601555451025715e-05,5.204291924253146e-05,1.9706438973410945,1.970643897341094,2.2995237975718807
52,5.912389283277892e-06,-0.04689450321450949,-0.04686800763010979,2.601607380485024e-05,5.20460307598114e-05,1.9644678080296745,1.96446768019534,2.2654627881109417
53,6.497290748261176e-06,-0.04689545500488166,-0.04686801382936048,2.5981706713320345e-05,5.204355679942069e-05,1.9557109836887658,1.955710332397265,2.3727673407401766
54,5.6759546791448596e-06,-0.04689451395091027,-0.0468680183404359,2.601594461085542e-05,5.204649630459468e-05,1.9482950053197725,1.948296993753889,2.3644884348027637
55,6.497528153676559e-06,-0.04689546582726474,-0.046868023442684294,2.5982029582870475e-05,5.2045119346505464e-05,1.9689100519598737,1.9689092836008701,2.3660593589717704
56,6.0302937370798194e-06,-0.04689452431062826,-0.04686802857365133,2.6015660112930837e-05,5.204579261126191e-05,1.9650145174560496,1.9650147727497405,2.376059611599317
57,7.784717457305595e-06,-0.04689169199394321,-0.046868033707141876,2.5913040519229076e-05,5.204603075981834e-05,1.9691970171354225,1.9691992185233076,2.372859508364434
58,6.602922034305872e-06,-0.046892642840411086,-0.04686803948688338,2.598131215435241e-05,5.2045812502225786e-05,2.0637863644467798,2.0637865376310054,2.3842452185530383
59,6.306178297134469e-06,-0.04689296828809495,-0.046868044883012765,2.59972324640414e-05,5.204603075981834e-05,2.119165250056535,2.119165250056534,2.4037003510450345
60,5.390719446727267e-06,-0.046893442985343474,-0.04686789258793282,2.6016275129723884e-05,5.204558893753125e-05,1.9471980347243645,1.9471955500766103,2.3538497183530565
61,7.680451426197558e-06,-0.04689534031182922,-0.04686789757004438,2.598125089577548e-05,5.204736460796833e-05,1.9740202357976526,1.9740189903374983,2.360721275138145
62,7.666390911923925e-06,-0.04689156038389058,-0.04686790332198142,2.5912734671404728e-05,5.2045584213698814e-05,1.9726309400181816,1.9726329069852846,2.3749530431539787
63,5.676920629254773e-06,-0.04689440472091911,-0.04686790829412743,2.6015377736823748e-05,5.204716709940327e-05,1.9740927063171207,1.9740929827658007,2.374689173778541
64,6.498366353688377e-06,-0.04689535625667422,-0.046867914497852325,2.5981687604617403e-05,5.204603075980446e-05,1.9680332427980456,1.968033764807501,2.3641283068621313
65,5.795890079982344e-06,-0.046894415727944755,-0.04686791866756824,2.6015873056143514e-05,5.204778313267627e-05,1.9769334869061563,1.9769332848878178,2.376783562299086
66,7.089911557184823e-06,-0.04689536691010778,-0.046867925673723214,2.5981780044446144e-05,5.204521263541678e-05,1.9695937206002154,1.969595979091635,2.3682200075016278
67,5.675494107231802e-06,-0.04689348016319668,-0.04686792939901352,2.601612962999526e-05,5.204663060176529e-05,1.979526312240062,1.9795258489585046,2.385613764219853
68,5.55958646335382e-06,-0.046894431447217555,-0.04686793684959411,2.6016073803769512e-05,5.204287975731775e-05,1.9696957050860406,1.9696957050860409,2.396995890545218
69,6.148158142915809e-06,-0.046893490728132245,-0.046867940574884415,2.6016151200486965e-05,5.204603075981834e-05,1.985056855102381,1.985056901120281,2.374366350735355
70,7.0885199596567225e-06,-0.046892548788635,-0.04686794430017471,2.5981343887322248e-05,5.20460307598114e-05,1.972530100243865,1.9725309938574471,2.369644805438287
71,5.559606012538308e-06,-0.04689444700147135,-0.0468679517507553,2.601570908458408e-05,5.204603075981834e-05,1.9738885864476692,1.9738865855802357,2.3772620413661345
72,7.903140437947125e-06,-0.04689161275303743,-0.04686795547604561,2.5912676261468227e-05,5.20460307598114e-05,1.9574589348535996,1.957460576372066,2.3631432796664105
73,6.7346038622597245e-06,-0.046895403486369794,-0.04686796119478344,2.5981305584477276e-05,5.2046710237604876e-05,1.9776484080695198,1.9776487415898096,2.3696727368747625
74,6.734241730456046e-06,-0.046892569527438394,-0.046867966651916504,2.5981886157646843e-05,5.204548584111096e-05,1.966278045797968,1.9662780457979678,2.371105859986176
75,6.733665867457806e-06,-0.04689257488539124,-0.04686797070191014,2.5981783256681408e-05,5.20457060564708e-05,1.9794034353352206,1.9794035132013563,2.383017770759989
76,8.020757601309077e-06,-0.04689636446307024,-0.04686797566719066,2.5912192848483454e-05,5.204674612186572e-05,1.9642392604614445,1.9642373831437545,2.3643941001004958
77,5.675992296086031e-06,-0.0468935318638584,-0.0468679815530777,2.6016308728485623e-05,5.20460307598114e-05,1.954488894534992,1.9544898459650926,2.368381569517368
78,5.6762633331993094e-06,-0.04689448298254526,-0.04686798649719144,2.6015910563170865e-05,5.204675139024173e-05,1.9705771844911348,1.9705771844911348,2.386378720405445
79,7.324825399846529e-06,-0.04689259648412708,-0.04686799272894859,2.5981813393620735e-05,5.20460307598114e-05,1.976890760723364,1.9768916160315482,2.3638653875180498
80,6.150002300095915e-06,-0.0468935471919306,-0.04686799645423889,2.6016141042940375e-05,5.204607986967341e-05,1.9785295481424459,1.9785299587412482,2.35737014163499
81,5.322530557697295e-06,-0.04689449916725384,-0.04686800390481948,2.6015703984525453e-05,5.204335580725333e-05,1.9707223835332588,1.970722537316151,2.301085841351748
82,5.676638350735582e-06,-0.046893557734779955,-0.04686800763010979,2.6016378565823874e-05,5.204603075981834e-05,1.9664302172285608,1.966430382400234,2.2826894866798706
83,9.182893376006003e-06,-0.04689072474428421,-0.046868014329917655,2.580897319288734e-05,5.204367317467734e-05,1.9724548239583048,1.9724534242661655,2.3627095030721583
84,7.666620946183743e-06,-0.04689640708030367,-0.04686801880598068,2.591272351243575e-05,5.204603075981834e-05,1.968988138176807,1.9689882588638756,2.3502883365078837
85,7.324981940247651e-06,-0.046892627836505475,-0.04686802479328947,2.5981835913646476e-05,5.2043768741322216e-05,1.9540966166932598,1.9540952535438842,2.3649721987557752
86,5.321970507800032e-06,-0.04689452547697551,-0.0468680294973054,2.6015935714855657e-05,5.204651530599236e-05,1.9666418720830618,1.9666420288357502,2.3690354567164835
87,6.49871267927264e-06,-0.046895477247173654,-0.046868035841723873,2.5981708730194785e-05,5.204389617781413e-05,1.9550203609033678,1.9550198481138963,2.3620846208259385
88,5.938562597134083e-06,-0.04689453622243197,-0.046868040065354125,2.6015924261151755e-05,5.2047123128159956e-05,2.0756778506347446,2.075677322070418,2.3850462350965875
89,6.2555260377212265e-06,-0.04689443452165417,-0.046868044883012765,2.6017869593799728e-05,5.204603075982528e-05,2.1339707760092224,2.133970776009223,2.3842463291930462
90,5.774962382567852e-06,-0.0468934428112497,-0.04686789266899083,2.6016373940086025e-05,5.204550787952372e-05,1.9877133491220604,1.9877133491220604,2.348770039378949
91,5.5585385143018164e-06,-0.04689344729366522,-0.046867897834594004,2.601592496367914e-05,5.204589177424529e-05,1.9851346131692043,1.985134189996038,2.338727294125652
92,7.666911124059626e-06,-0.046891559994435436,-0.04686790332198142,2.5912738701839602e-05,5.2045803019235004e-05,1.9773117267834586,1.977310933533942,2.3302901154811004
93,6.852568474135402e-06,-0.04689535038806584,-0.04686790704727173,2.5981355547908536e-05,5.2046682304025815e-05,1.9589714769135569,1.9589731803128785,2.348226048668886
94,5.9137354548278755e-06,-0.046893463019588626,-0.04686791449785232,2.6016233685247645e-05,5.204386711678971e-05,1.9590862245429503,1.9590839334811265,2.3806213279194166
95,8.140347802984638e-06,-0.04689157583346341,-0.04686791822314262,2.5912541243362478e-05,5.204603075982528e-05,1.9732117140272443,1.9732126709181346,2.3697490883677856
96,7.903485354548619e-06,-0.04689158142405291,-0.046867925286630155,2.591265342222366e-05,5.204313479464928e-05,1.9736540224438586,1.9736505489773406,2.382986086700592
97,5.794700306622954e-06,-0.04689442543064127,-0.04686792939901352,2.601611632223286e-05,5.20460307598114e-05,1.9665383691569052,1.966537523013672,2.3750876297260914
98,6.0310195935890044e-06,-0.046894430558678174,-0.04686793621520352,2.601600065054066e-05,5.204293986011549e-05,1.9609521035232187,1.9609521035232185,2.3496911416083495
99,7.088082159651789e-06,-0.046895381506647585,-0.0468679400080126,2.5981376266447647e-05,5.204598647452069e-05,1.9621566142841944,1.96215632411452,2.350649041465629
100,7.902193394980823e-06,-0.04689633265722737,-0.04686794430017471,2.5912941440166508e-05,5.20460307598114e-05,1.978855739831099,1.9788556575390293,2.329139305626716
101,5.439267829385373e-06,-0.04689350056910261,-0.046867950582435126,2.601599736308265e-05,5.2047199079995055e-05,1.9696467915340163,1.9696491768029116,2.3545321301801017
102,5.7943664256380306e-06,-0.046894451470536946,-0.04686795547604561,2.6016213375964683e-05,5.204603075981834e-05,1.9689847881020184,1.9689850180106028,2.3710714611980332
103,6.378420702285542e-06,-0.046892565079664786,-0.046867961152737836,2.5981291870522587e-05,5.2046228084669244e-05,1.9723144783484396,1.9723136375608237,2.3567188065323097
104,6.970439449348026e-06,-0.0468954083448406,-0.046867966651916504,2.5981720141866056e-05,5.20460307598114e-05,1.9841422682504954,1.9841422682504963,2.325355684168881
105,5.794406042137263e-06,-0.04689352125787789,-0.04686797113309245,2.6016122056899103e-05,5.20452748741726e-05,1.9791383268946299,1.979137331291212,2.3612247891585025
106,6.031353987491085e-06,-0.046893526331089376,-0.04686797587737078,2.6015902961256555e-05,5.2046935028651764e-05,1.9705278815795695,1.970528158907552,2.374788424056302
107,7.088339413875241e-06,-0.04689258591097707,-0.0468679815530777,2.5981776169738552e-05,5.204603075981834e-05,1.964558796986242,1.9645586930378547,2.3746622304078815
108,5.440834874799582e-06,-0.046893536480839174,-0.04686798579129941,2.6015669600726924e-05,5.204717966856426e-05,1.9638508572115403,1.9638524539711,2.3636549628344787
109,6.852907187903151e-06,-0.0468954350265995,-0.04686799272894859,2.5981576746198886e-05,5.20460307598114e-05,1.9589400406786406,1.9589396061737863,2.366549590098114
110,8.946450672841682e-06,-0.04689733201387549,-0.04686799645423889,2.5808636480070333e-05,5.204634019020937e-05,1.9611030364927846,1.961103686498238,2.36469609877078
111,7.088987455100464e-06,-0.04689260655015716,-0.04686800390481949,2.5981201827021205e-05,5.204270244835163e-05,1.9537334176245467,1.9537321466162205,2.332505398647189
112,7.443552267406392e-06,-0.04689545007674628,-0.04686800763010979,2.5981753377956317e-05,5.20460307598114e-05,1.9408656565215794,1.9408657010424755,2.3632641204616536
113,6.1494944944325e-06,-0.04689450921004135,-0.0468680142161562,2.6016232408231084e-05,5.204317000370717e-05,1.9744653826572915,1.9744660091056903,2.384734135089256
114,5.322030471175825e-06,-0.04689356814667105,-0.04686801880598068,2.601578548312513e-05,5.20460307598114e-05,1.9563121061917408,1.9563112344484277,2.3902557442003616
115,5.439612427171046e-06,-0.046894519743375135,-0.0468680241282013,2.601617684871362e-05,5.204443382949425e-05,1.9806233959624913,1.9806232166302968,2.356400993541681
116,5.204166080355166e-06,-0.04689452469700896,-0.04686802882885484,2.6015857987621794e-05,5.204656382590961e-05,1.966519785894975,1.9665189521362931,2.3895790038242795
117,7.311620052780796e-06,-0.04689642275447322,-0.046868033791271996,2.5913053976926153e-05,5.20459466296988e-05,1.9675117881181614,1.9675048557867307,2.373301514380092
118,5.307938539445747e-06,-0.04689453515869072,-0.04686803796786283,2.6015905194864527e-05,5.204764560799713e-05,2.055660515970252,2.0556583803090778,2.3673510723474975
119,7.409322198562604e-06,-0.04689223547672872,-0.04686804488301277,2.5955928984607842e-05,5.204603075981834e-05,2.117228475683849,2.1172284756838478,2.3787268080200104
120,7.46524966125629e-06,-0.04689533541394699,-0.04686789330014401,2.5981861669565812e-05,5.204487672633845e-05,1.9591502485542147,1.9591520088415382,2.3486241809341526
121,6.733561035164626e-06,-0.046892501683035964,-0.0468678980735736,2.5981103838057684e-05,5.204576490513285e-05,1.976175545804692,1.9761738577377053,2.3791062126695945
122,8.828147327289438e-06,-0.04689723714679961,-0.04686790332198142,2.5808930873098883e-05,5.204571259099372e-05,1.9813910278367433,1.9813920596051786,2.3206235832958235
123,7.325177618481137e-06,-0.046892511889894045,-0.04686790763076597,2.598132523602203e-05,5.204625925794848e-05,1.966665133934856,1.9666671356736776,2.325078551248151
124,5.676696721768452e-06,-0.04689346321527487,-0.04686791449785232,2.601610439509193e-05,5.204489716380267e-05,1.966090381001672,1.96608822713652,2.3654668847087095
125,7.903583131786397e-06,-0.046896307363886384,-0.046867918223142624,2.5912608690759016e-05,5.204603075981834e-05,1.969113554641224,1.9691102207322568,2.3823086434403757
126,8.021233994837704e-06,-0.04689631225503315,-0.046867925145783244,2.5912844060154017e-05,5.204296203320524e-05,1.9813719957744462,1.9813739161842046,2.3825895755914606
127,6.970866901965638e-06,-0.046892532896718464,-0.04686792939901351,2.598182887915192e-05,5.204603075981834e-05,1.9816157161577208,1.9816152820715953,2.3911706561185637
128,6.733868948690866e-06,-0.0468925384539457,-0.04686793549033913,2.598190941950108e-05,5.204381683841103e-05,1.9659057284615664,1.965905728461566,2.3639752378168435
129,6.970129045803956e-06,-0.04689254369527991,-0.04686794057488441,2.5981746309020162e-05,5.204603075981834e-05,1.9589391346061185,1.958938724077318,2.374581416337963
130,8.021683205000103e-06,-0.046891602031212475,-0.04686794430017471,2.5912538620315316e-05,5.20460307598114e-05,1.9653864752625174,1.965383646765801,2.3630588054039863
131,6.616393732924447e-06,-0.04689539270313887,-0.04686795099893192,2.5981487878857398e-05,5.2046174714895366e-05,1.9755211740273058,1.9755208876094514,2.3534897691516927
132,5.913604076688175e-06,-0.04689350492007574,-0.0468679554760456,2.601616381993231e-05,5.204603075981834e-05,1.975648145748433,1.9756481457484325,2.3835164086181777
133,5.7952246964916745e-06,-0.046894457333602514,-0.046867960750533684,2.6015944567933046e-05,5.204757894796547e-05,1.9836144052196278,1.983614405219628,2.366069003344587
134,6.734067854825524e-06,-0.046892569832232577,-0.0468679666519165,2.5981873393662722e-05,5.204603075981834e-05,1.9658410840694462,1.9658410840694471,2.3538605388432248
135,6.734363116749577e-06,-0.04689541376077554,-0.04686797108512241,2.5981836203100162e-05,5.204532284421026e-05,1.9763503874323958,1.976350387432395,2.3765041933890707
136,5.9125392881868385e-06,-0.04689447229794316,-0.04686797602168964,2.6015785005319606e-05,5.204707005617565e-05,1.9556038872435089,1.9556048741061691,2.356588748559514
137,8.377107363539459e-06,-0.04689637085083232,-0.04686798178764244,2.591280437899434e-05,5.204579619507571e-05,1.960966855528319,1.9609706645852032,2.3795661803285597
138,5.439837159192228e-06,-0.0468935370065785,-0.046867986280827625,2.601607508269437e-05,5.204777745473205e-05,1.9790378539381328,1.9790379983768287,2.3858567422050037
139,7.902510555603998e-06,-0.04689165047035225,-0.04686799272894859,2.5912875686946253e-05,5.204603075981834e-05,1.9649482807209564,1.9649491238747614,2.357118892285081
140,6.031840475424594e-06,-0.04689354738033525,-0.04686799645423889,2.6015985496652932e-05,5.2046189746031424e-05,1.9521976602043043,1.952195893399536,2.3699420364675223
141,5.2041526508775e-06,-0.04689449940599486,-0.04686800390481949,2.601559424754689e-05,5.204460327512539e-05,1.9689903704645624,1.9689904050551417,2.366187226883204
142,5.5581881674484645e-06,-0.04689355805429733,-0.04686800763010978,2.601616417075473e-05,5.204603075981834e-05,1.9559852549100938,1.9559846185704146,2.371572696212996
143,7.666460931036372e-06,-0.046891670824483624,-0.04686801448698179,2.591278900904533e-05,5.2043193588112435e-05,1.9687335302803044,1.9687336160305628,2.3996324476969564
144,5.5577055388572665e-06,-0.04689356871588603,-0.04686801880598068,2.6015886687527662e-05,5.204603075981834e-05,1.9696069974544348,1.9696076189787943,2.4048435693948047
145,6.735096730686605e-06,-0.046895466579550044,-0.046868025634455135,2.59816945985044e-05,5.2043024874721955e-05,1.9787674269808417,1.9787674269808422,2.361769511906289
146,5.912941679292102e-06,-0.046893579036067355,-0.04686802998185157,2.6015938510844395e-05,5.20460307598114e-05,1.9681694330238417,1.9681687418374878,2.3865527566063816
147,5.676156172608514e-06,-0.04689358446845666,-0.04686803492726425,2.6015985664072172e-05,5.204481063744715e-05,1.9759366712744164,1.9759363442625806,2.340795458315873
148,5.7816412433118035e-06,-0.04689358931613307,-0.046868038757330026,2.601577241184378e-05,5.204627656742872e-05,2.070500872895087,2.0704991950456617,2.39357364503125
149,6.544634432460523e-06,-0.046895167489194485,-0.04686804488301277,2.5997249856734798e-05,5.20460307598114e-05,2.120768097537355,2.1207680975373564,2.409643165651178
150,5.7689538697168546e-06,-0.046894388994703065,-0.04686789222778486,2.6016446066353566e-05,5.2045949085491316e-05,1.946846092458125,1.9468499360941074,2.3700613594892395
151,8.021597783030561e-06,-0.04689155520543085,-0.046867896712398605,2.591236690525626e-05,5.204696678372256e-05,1.9766680666813123,1.9766720425895423,2.3724811425400145
152,7.088411975089265e-06,-0.04689534476257764,-0.04686790332198142,2.5981967379269613e-05,5.204516877520965e-05,1.9699758373183247,1.9699745834384244,2.3600595796095076
153,7.548391835461104e-06,-0.04689629658334424,-0.04686790758237218,2.591274569290383e-05,5.204680972671627e-05,1.9673977397835638,1.9674060175615973,2.3569735386822375
154,5.676236692153545e-06,-0.046894409196731116,-0.04686791449785232,2.6016522634154314e-05,5.204422248709234e-05,1.9822615697382093,1.9822624488748581,2.362824833776777
155,8.61295229143333e-06,-0.04689157623678444,-0.046867918223142624,2.5912775165892326e-05,5.20460307598114e-05,1.9654879568909838,1.9654911741857166,2.3408527487346626
156,7.548153053307294e-06,-0.046896312317264835,-0.046867925673723214,2.5912725291764526e-05,5.204330232037868e-05,1.9799333955797391,1.979936429204368,2.3940558097574645
157,5.79478128615231e-06,-0.04689347941782429,-0.04686792939901352,2.601612174565511e-05,5.20460307598114e-05,1.9640300287839987,1.9640324868896415,2.376092834268974
158,7.443819891373029e-06,-0.046895377062578014,-0.04686793612486322,2.59817173021815e-05,5.204303020041323e-05,1.9839725421006629,1.9839721980440137,2.3960097104042983
159,6.386266279351908e-06,-0.04689443618984395,-0.0468679402364679,2.6016161118406922e-05,5.204636917632843e-05,1.9696837220772494,1.9696841454712037,2.3403403187264886
160,5.912199738236885e-06,-0.04689444025327855,-0.04686794430017471,2.6016285483239177e-05,5.20460307598114e-05,1.9590594608985974,1.9590571950396423,2.3730507107383665
161,5.557868415979026e-06,-0.04689350028855434,-0.04686794936856342,2.6015805081654067e-05,5.204767904658236e-05,1.9537691818064191,1.953768472941427,2.3717919922820503
162,5.439415213553503e-06,-0.046894451279404455,-0.04686795547604561,2.6016198205998194e-05,5.20460307598114e-05,1.9823930017994202,1.9823930017994207,2.3756388913425717
163,6.734053120880484e-06,-0.04689540312512354,-0.046867961609669724,2.5981223688575747e-05,5.204426051954453e-05,1.9808073513029352,1.98080725561513,2.379691292838866
164,7.089499808575755e-06,-0.046892569273285556,-0.0468679666519165,2.5981622664252686e-05,5.204351680591912e-05,1.9812763361580492,1.9812764365817563,2.374433094308022
165,6.031336664531142e-06,-0.04689352100234936,-0.04686797076117781,2.601616437218661e-05,5.2045646788803634e-05,1.9718559219762706,1.9718550238787735,2.3843392088937163
166,6.141782526537697e-06,-0.04689541778143427,-0.04686797493809087,2.5981506431366397e-05,5.204668714930971e-05,1.9451237895597293,1.9451243287158548,2.366998479124904
167,1.0101810856744506e-05,-0.046889746584452975,-0.04686798155307769,2.5669617489820677e-05,5.204603075982528e-05,1.9651803022679109,1.965182777896405,2.374929397249445
168,6.616905666800868e-06,-0.04689259014364342,-0.046867985278368,2.5981257213703157e-05,5.204712784559473e-05,1.9674539212154378,1.9674526351570525,2.382988420633378
