patch_idx,height_difference,mean_z,max_z,std_z,range_z,ds_magnitude,modified_ds_magnitude,local_shape_ds_magnitude
0,5.4073972284399114e-06,-0.04689402479131765,-0.04686789223050665,2.6020204380697284e-05,5.205712223458475e-05,1.9967187482620246,1.9967187482620241,2.4424760276611046
1,5.277768421249803e-06,-0.04689392833573985,-0.046867907455513835,2.6012730935242736e-05,5.205716780258551e-05,1.9963796330275714,1.9963796330275703,2.437664402652598
2,5.265157093230593e-06,-0.046893848623863504,-0.046867925673723214,2.602018421696805e-05,5.2054187699844545e-05,1.9972954394931122,1.9972954394931115,2.4397295757938755
3,5.307851371818905e-06,-0.04689407247709979,-0.046867940574884415,2.6020132774462155e-05,5.2057206630713726e-05,1.9959738805130798,1.9959738805130791,2.4405008420886025
4,5.350121935261707e-06,-0.046893880221259315,-0.0468679554760456,2.6020152937445658e-05,5.2057206630720665e-05,1.995470957830317,1.9954709578303178,2.43732327815529
5,5.5373746272733664e-06,-0.04689379185376887,-0.04686797202055282,2.601950642898329e-05,5.20555632846989e-05,1.9970459697950151,1.9970459697950163,2.438243900798008
6,5.391465630523618e-06,-0.04689422431181224,-0.04686798725895608,2.6019464102349785e-05,5.2057911658826006e-05,1.9954039000722177,1.995403900072218,2.441545011555045
7,5.246008680767178e-06,-0.04689403201366281,-0.04686800390481948,2.6020244210605915e-05,5.205653162986684e-05,1.9971695743661975,1.9971695743661968,2.439824130455356
8,5.225240892830501e-06,-0.0468940479171967,-0.04686801880598068,2.6020312211807333e-05,5.2057206630713726e-05,1.9969815569608684,1.9969815569608684,2.4393026426338604
9,5.3914538814269426e-06,-0.04689416776198427,-0.04686803699393711,2.602016357169067e-05,5.205391983548191e-05,1.9958085445671514,1.9958085445671514,2.435173394373517
10,5.235493821738539e-06,-0.0468939208942438,-0.04686789247477985,2.60204533917192e-05,5.20568779613928e-05,1.9967817357591398,1.9967817357591393,2.4391019016380318
11,0.0007102691925337852,-0.046893624615305954,-0.04686790856253813,2.601841234352448e-05,5.205697446337976e-05,1.9977020872912477,1.9977049356939356,2.437540558897924
12,0.0007105042537993266,-0.046893848844107924,-0.046867925673723214,2.6020100931299483e-05,5.20548297412507e-05,1.9965561315958127,1.9965810069490009,2.4385328170221054
13,0.000710697982688376,-0.04689407279019159,-0.04686794057488441,2.6020108889357073e-05,5.2057206630720665e-05,1.996368965177682,1.9963669612470987,2.439693927239981
14,5.425653959541821e-06,-0.046894192781992035,-0.04686795547604561,2.6019641319658585e-05,5.2057206630713726e-05,1.9977283737415192,1.9977283737415192,2.4405915049895595
15,5.2433598754204094e-06,-0.046894000378603834,-0.04686797300512516,2.6020474130618604e-05,5.205457871235858e-05,1.9979838488691564,1.9979838488691575,2.4385413361656467
16,5.555320216533751e-06,-0.04689432863872971,-0.046867987876076204,2.601839936147938e-05,5.2057706624607236e-05,1.9952300389702446,1.995230038970245,2.4382900004801074
17,5.243155308017443e-06,-0.04689403213522956,-0.04686800390481949,2.602030376593608e-05,5.2056782250391176e-05,1.9971267643970776,1.9971267643970776,2.4432224529656965
18,5.580991507602224e-06,-0.04689373600285379,-0.04686801880598068,2.601849646279536e-05,5.2057206630713726e-05,1.997089522424732,1.9970895224247318,2.4405035457097624
19,5.300232989452664e-06,-0.046894167883626395,-0.04686803743243217,2.602019970631997e-05,5.20534813404222e-05,1.9953626263535278,1.9953626263535278,2.438850472371418
20,5.218062306527737e-06,-0.046893920835234505,-0.04686789214713691,2.602043107416335e-05,5.2057205604333356e-05,1.9972239556860143,1.9972239556860139,2.435935299374035
21,0.0020963414049650947,-0.04689424914747717,-0.046867907851073295,2.6018273391639592e-05,5.205713676036117e-05,1.9961754355181145,1.9962056671027755,2.437586076627929
22,0.003533573400358409,-0.04669804768699944,-0.028710203936991783,0.001591711606024916,0.018209775975927125,1.996504476733496,1.9963534341918323,2.4379593114283424
23,0.007728549075039556,-0.04689386426286921,-0.046867940574884415,2.602013233018412e-05,5.2057206630713726e-05,1.9961151912732498,1.9958902910736376,2.4398559235296693
