patch_idx,height_difference,mean_z,max_z,std_z,range_z,ds_magnitude,modified_ds_magnitude,local_shape_ds_magnitude
0,5.407659768436786e-06,-0.04689402498030232,-0.04686789240974591,2.6020159366820177e-05,5.205694299532937e-05,1.9968859892340258,1.996885989234026,2.4363105508367124
1,5.294649775085815e-06,-0.04689382391510753,-0.046867907762627434,2.601192673174214e-05,5.205758552272871e-05,1.9950932852202112,1.9950932852202112,2.4406113028863308
2,5.310632299698799e-06,-0.04689395292126965,-0.046867925673723214,2.6020365664334e-05,5.2054869059042774e-05,1.9949070204596648,1.9949070204596648,2.437607077891258
3,5.328634100334532e-06,-0.04689386472612989,-0.046867940574884415,2.602009803843071e-05,5.205720663070679e-05,1.9947475950812645,1.994747595081265,2.4374534685149087
4,5.350502216972676e-06,-0.04689408893844872,-0.04686795547604561,2.6020039878574298e-05,5.2057206630713726e-05,1.9972674355275237,1.9972674355275237,2.438754961328769
5,5.49570407388186e-06,-0.04689389647698687,-0.046867973473458384,2.602010514903453e-05,5.205411037913221e-05,1.9964506440428813,1.9964506440428813,2.4395634964120143
6,5.703704708594805e-06,-0.046894432836656195,-0.04686798849156914,2.6016954939429326e-05,5.205725991665883e-05,1.9943538979626403,1.99435389796264,2.4356846882846277
7,5.391319374782321e-06,-0.04689392808580251,-0.04686800390481949,2.602007250724347e-05,5.205713937180001e-05,1.9971679349848153,1.9971679349848146,2.433926509575521
8,5.225550687230189e-06,-0.04689404808381034,-0.04686801880598068,2.6020279214965125e-05,5.2057206630713726e-05,1.9974932625468025,1.9974932625468012,2.439984327728438
9,5.786751484949172e-06,-0.04689375152391489,-0.04686803743243217,2.6018534897420265e-05,5.20534813404222e-05,1.997160807810202,1.9971608078102019,2.4417547728419486
10,5.214765768594703e-06,-0.04689392077656724,-0.046867892147866914,2.6020437258528225e-05,5.205720487432702e-05,1.9947276916729642,1.9947276916729646,2.4389612199375703
11,0.0008900458290917387,-0.046893728394133215,-0.04686790741403096,2.6019509251934407e-05,5.2056904306790885e-05,1.9954664438541192,1.995354732494241,2.4375981945961556
12,0.0008902939700883336,-0.04689395247362298,-0.046867925673723214,2.6020365835908033e-05,5.205400646868252e-05,1.9960397548395323,1.9960035505189537,2.4379351500319073
13,0.0008901233021182608,-0.04689386421206012,-0.046867940574884415,2.602020209838926e-05,5.2057206630713726e-05,1.994848220137434,1.9948338550348002,2.436942220558228
14,5.256035753011226e-06,-0.04689408815771127,-0.0468679554760456,2.6020249420240766e-05,5.2057206630720665e-05,1.9958428780894946,1.9958428780894955,2.4397368523351437
15,5.282532125539046e-06,-0.04689399988878482,-0.046867971416407354,2.6020489805368358e-05,5.2056167430161726e-05,1.9965656522941222,1.9965656522941222,2.4381289759784406
16,5.581127065640718e-06,-0.046894327996142265,-0.046867986565852594,2.6018554872576286e-05,5.205801593297782e-05,1.9963631497001113,1.996363149700111,2.435257043541352
17,5.7631338073532935e-06,-0.04689351112470746,-0.04686800390481949,2.601504765318227e-05,5.205518007005139e-05,1.9946704471462207,1.9946704471462202,2.4391911334390537
18,5.4905299984451285e-06,-0.0468942560270945,-0.04686801880598068,2.6019519689364787e-05,5.2057206630713726e-05,1.9944738765756422,1.994473876575642,2.4369494328089267
19,5.902103447184702e-06,-0.04689468820515002,-0.04686803672131448,2.6012860470762284e-05,5.2054192458100834e-05,1.9944770425094294,1.9944770425094298,2.4327618966328224
20,5.3843861932405335e-06,-0.04689412903912277,-0.04686789221926932,2.6019531517217818e-05,5.205713347192914e-05,1.9958705118929312,1.9958705118929303,2.4378895020827054
21,0.0022928125538809866,-0.046893936917984866,-0.0468679076928941,2.602031254908987e-05,5.205789874070804e-05,1.9944759649673365,1.9945229966612406,2.439595293658748
22,0.0050292443835645035,-0.04670220930577524,-0.023905053750338568,0.001639932588573397,0.023014925843931656,1.996451676559841,1.99556454703458,2.4388059298056954
23,0.00790812971383189,-0.046894384632609545,-0.04686794057488441,2.6016958463593546e-05,5.2057206630713726e-05,1.996223894106624,1.9963307357263564,2.43625668643903
24,0.005619858386007658,-0.04689388002434039,-0.0468679554760456,2.6020168040822937e-05,5.2057206630713726e-05,1.9975049837451528,1.997587637551938,2.440210945910359
25,0.0012101602822199653,-0.04689431208699847,-0.04686797161382258,2.601855245362731e-05,5.205597001493867e-05,1.9967002604952964,1.9967612209520667,2.4390579911966825
26,5.684257512492895e-06,-0.046893599529781345,-0.046867986546848456,2.6016809863367926e-05,5.205833034369056e-05,1.9942746660413753,1.9942746660413748,2.4368933134690653
27,5.2558910270782655e-06,-0.04689392782961457,-0.04686800390481948,2.601989447701151e-05,5.205619431839642e-05,1.9956977012722132,1.995697701272214,2.4401021266354337
28,5.242950210588811e-06,-0.04689404798096021,-0.04686801880598068,2.6020229596744416e-05,5.2057206630713726e-05,1.9959593350595273,1.995959335059528,2.4368509777571052
29,5.468382831269419e-06,-0.046893855482036104,-0.046868037326761224,2.6019505842008376e-05,5.205358701135948e-05,1.9937034579249993,1.9937034579249997,2.4363585767594262
30,5.403747752830452e-06,-0.04689381695248382,-0.04686789230029749,2.6020192963422674e-05,5.2057052443758856e-05,1.9956608152075215,1.9956608152075213,2.434417063568486
31,0.002293281128266253,-0.04689435385600642,-0.04686790854462603,2.6016989802107094e-05,5.205863093121765e-05,1.9952118151394345,1.9951711077071885,2.4374939690597532
32,0.007243115729929665,-0.04458207916553411,-0.01717224765854628,0.006599355015597947,0.02974773354038926,1.997289970034541,2.004284840723069,2.4308377632529323
33,0.035396591650854514,-0.0339377029675978,0.02755137779706191,0.018054676962698246,0.07447137185328674,1.9981721466134217,2.011940588579064,2.433758200801232
34,0.007730703209440026,-0.0461659586913182,-0.017172262072563168,0.0036256025105682317,0.029747746884822856,1.9969546403466232,2.011551131631227,2.430010170706659
35,0.002372991045042575,-0.046893997789371776,-0.04686796970706974,2.602029671811511e-05,5.205787676777762e-05,1.9923253744949092,1.999856427297418,2.439959187415239
