patch_idx,height_difference,mean_z,max_z,std_z,range_z,ds_magnitude,modified_ds_magnitude,local_shape_ds_magnitude
95,6.61661973135963e-06,-0.04689536173080064,-0.04686791827503858,2.598109039234117e-05,5.204773418863301e-05,1.9809513447524856,1.9809525164301731,2.384876409204504
96,7.088631959839211e-06,-0.04689252835119826,-0.046867925673723214,2.5981720589133103e-05,5.2044524633948486e-05,1.98150546202734,1.9815049392750124,2.3792883847646027
97,5.440762311414872e-06,-0.04689442638114599,-0.04686792964666876,2.6015724672422917e-05,5.2045783104574805e-05,1.9601223239766348,1.9601221484784246,2.3784472982426106
98,5.557932840783487e-06,-0.046893485300873214,-0.046867936849594116,2.6016181204093217e-05,5.204394602435769e-05,1.9801469459620498,1.98014694596205,2.3674685944245653
99,6.853224945079729e-06,-0.04689538280587058,-0.046867940574884415,2.598183304621707e-05,5.204603075981834e-05,1.9553174312842678,1.9553174312842678,2.3854035636198057
100,6.3863481708523085e-06,-0.04689444121337073,-0.04686794430017471,2.601612548388666e-05,5.2046943215512675e-05,1.9425915669349973,1.9425923658446536,2.3807370864293067
101,8.827295439672122e-06,-0.04689066268750508,-0.04686795175075531,2.5808657527277588e-05,5.20460307598114e-05,1.969894793562418,1.9698968684492935,2.376565955904291
102,6.852652332582892e-06,-0.04689539827732194,-0.04686795547604561,2.598162953572818e-05,5.20460307598114e-05,1.9530974454769754,1.953101552881793,2.3679352943882397
103,6.266569166374775e-06,-0.04689351211750118,-0.04686796255785593,2.601610304734728e-05,5.2046399530089604e-05,1.9695649996132318,1.9695623539424387,2.331705424513188
104,7.90234677888146e-06,-0.046891624206452626,-0.046867966651916504,2.591279307917941e-05,5.204603075981834e-05,1.9730270967435042,1.9730239599199568,2.3673127964820564
105,5.676007268290276e-06,-0.046893521951788024,-0.04686797355444397,2.601605167230479e-05,5.2042853522650534e-05,1.9780793036342157,1.9780794817525154,2.3480576902018657
106,5.794529372339521e-06,-0.04689352680085992,-0.0468679778277874,2.601571677117377e-05,5.204499095445847e-05,1.9858589058036342,1.9858589058036342,2.3896298242796012
107,5.6775630704845e-06,-0.04689447854831493,-0.04686798198572266,2.601617121551101e-05,5.204559811485682e-05,1.9676367596351811,1.9676367596351816,2.374826625447039
108,6.970615119126363e-06,-0.04689259072954834,-0.04686798647163043,2.5981480720332912e-05,5.204631580092711e-05,1.971871067057024,1.9718710670570239,2.383470679166213
109,5.675832213069928e-06,-0.04689354292892247,-0.04686799272894859,2.6016229334370267e-05,5.204603075981834e-05,1.9634104132020314,1.963410413202031,2.3906072365168196
110,5.676532818576846e-06,-0.04689354765278417,-0.04686799645423889,2.601571777873896e-05,5.204743905506959e-05,1.9519507825995195,1.9519507825995193,2.356291822969583
111,5.677295852866176e-06,-0.04689449932807317,-0.04686800390481949,2.6015652477235694e-05,5.204421898703099e-05,1.9654768113776067,1.9654768113776062,2.3584529044883675
112,6.97095547802126e-06,-0.04689261141522827,-0.04686800763010979,2.5981639077745216e-05,5.20460307598114e-05,1.9809628233810728,1.9809628233810725,2.3040527953524883
113,7.207674411182736e-06,-0.046895455661879366,-0.046868014341526855,2.5981832446818818e-05,5.204352417262359e-05,1.965709375744184,1.9657077798241462,2.3392146439196466
114,7.547539934749018e-06,-0.04689167645221268,-0.04686801880598068,2.591270710016912e-05,5.20460307598114e-05,1.9685148176007095,1.9685173334505326,2.3768176746072656
115,7.444287988324312e-06,-0.04689546609501521,-0.046868025921298385,2.598161960422663e-05,5.2042640732406775e-05,1.9841135878242284,1.9841140030484976,2.3795938319070467
116,6.03137931688226e-06,-0.046893578844369226,-0.04686802993635657,2.6015811693748182e-05,5.204607625482888e-05,1.962686517520112,1.9626864426742916,2.378869539569225
117,5.557600759510926e-06,-0.04689358470965414,-0.0468680344828258,2.601629872009877e-05,5.204525507589153e-05,1.9717085299946537,1.9717071668183492,2.3641515060388083
118,5.571107953696282e-06,-0.04689453544151673,-0.04686803892681753,2.601598355582214e-05,5.204685309861956e-05,2.056324753587753,2.0563247787213843,2.4023812853209727
119,6.987986754754818e-06,-0.04689223564865292,-0.046868044883012765,2.59558665730568e-05,5.204603075981834e-05,2.1323262400403302,2.132326240040329,2.396106213863699
120,6.147080579702773e-06,-0.0468924964039136,-0.046867892297931875,2.598180156318541e-05,5.204587893847118e-05,1.9838382999526645,1.9838383691752366,2.3907033416072654
121,8.47364163207247e-06,-0.04689060924295355,-0.04686789713714048,2.5808261459846433e-05,5.2045740085542025e-05,1.9608341995351986,1.9608291931214599,2.3599673940219255
122,6.851740351648849e-06,-0.04689534483053762,-0.04686790332198142,2.598178448934301e-05,5.204603075981834e-05,1.9510508393256667,1.951048914243016,2.3399815716381185
123,6.615973042184677e-06,-0.04689251188016125,-0.04686790753680391,2.5981505235911255e-05,5.2046159996384234e-05,1.969659710382695,1.9696593273676593,2.36739424536117
124,6.97105626093624e-06,-0.046892517171442945,-0.04686791449785232,2.5981636583894502e-05,5.20447239145197e-05,1.9648716921966995,1.9648716575949539,2.373649630982637
125,6.970673059082446e-06,-0.04689536118550559,-0.046867918223142624,2.598138387849864e-05,5.20460307598114e-05,1.982197395979584,1.9821973959795844,2.370122131959478
126,5.676339058219736e-06,-0.046894420225302706,-0.046867925673723214,2.6016095954815985e-05,5.2043910762307466e-05,1.976889798624295,1.9768897986242948,2.3855106162267528
127,5.558821509110438e-06,-0.04689347936901136,-0.04686792939901352,2.6016249529524487e-05,5.20460307598114e-05,1.9762330444806597,1.9762324315507187,2.380128072597015
128,6.03149715035863e-06,-0.046893484713582616,-0.0468679356285512,2.601618178594149e-05,5.204354779155679e-05,1.9518938883178942,1.951894004095809,2.3812227710471427
129,6.267921637144831e-06,-0.04689348981438093,-0.04686794057488441,2.6016263322130088e-05,5.204603075982528e-05,1.9648704954833516,1.9648705675849183,2.371585059865046
130,5.67761994009543e-06,-0.04689349438815061,-0.046867944300174706,2.601618753098689e-05,5.204603075981834e-05,1.9722430412557708,1.9722427626153638,2.388914073961608
131,5.676322704825048e-06,-0.04689444634191993,-0.046867950861717717,2.6015904387125414e-05,5.204533835429653e-05,1.9635998019503211,1.9636000573747643,2.36914697565987
132,5.675114422386782e-06,-0.04689445069803534,-0.0468679554760456,2.6016338472135037e-05,5.204531403054519e-05,1.964614292153044,1.964614435086726,2.3004462035646207
133,5.676321597348967e-06,-0.046894456495796245,-0.04686795920133591,2.601601477488256e-05,5.204761132215907e-05,1.9516067096767136,1.9516051543238075,2.3602079146318733
134,7.0878764451411635e-06,-0.04689540777653088,-0.046867966651916504,2.5981864450885356e-05,5.204387772823893e-05,1.9650203347582929,1.965020751858919,2.3774235885902577
135,6.149379388885894e-06,-0.046894466880879476,-0.0468679703772068,2.6016147639920735e-05,5.20460307598114e-05,1.9572857937707373,1.957285981255295,2.380101793269458
136,5.5598181353165006e-06,-0.04689352545546301,-0.04686797443858418,2.601601662768182e-05,5.204800349425248e-05,1.9445746844410943,1.9445746844410947,2.3540039470598573
137,5.557949062038886e-06,-0.04689353166544999,-0.04686798155307769,2.601637455716193e-05,5.204603075981834e-05,1.9495778271219018,1.9495778271219013,2.3662138528153203
